,,,Sweep 001,Sweep 001,Sweep 001,Sweep 001,Sweep 002,Sweep 002,Sweep 002,Sweep 002,Sweep 003,Sweep 003,Sweep 003,Sweep 003,Sweep 004,Sweep 004,Sweep 004,Sweep 004,Sweep 005,Sweep 005,Sweep 005,Sweep 005,Sweep 006,Sweep 006,Sweep 006,Sweep 006,Sweep 007,Sweep 007,Sweep 007,Sweep 007,Sweep 008,Sweep 008,Sweep 008,Sweep 008,Sweep 009,Sweep 009,Sweep 009,Sweep 009,Sweep 010,Sweep 010,Sweep 010,Sweep 010,Sweep 011,Sweep 011,Sweep 011,Sweep 011,Sweep 012,Sweep 012,Sweep 012,Sweep 012,Sweep 013,Sweep 013,Sweep 013,Sweep 013,Sweep 014,Sweep 014,Sweep 014,Sweep 014
Well ID,Cell Type,Valid QC,Capacitance,OA Function C1,OA Function C2,OA Function C1 / C2,Capacitance,OA Function C1,OA Function C2,OA Function C1 / C2,Capacitance,OA Function C1,OA Function C2,OA Function C1 / C2,Capacitance,OA Function C1,OA Function C2,OA Function C1 / C2,Capacitance,OA Function C1,OA Function C2,OA Function C1 / C2,Capacitance,OA Function C1,OA Function C2,OA Function C1 / C2,Capacitance,OA Function C1,OA Function C2,OA Function C1 / C2,Capacitance,OA Function C1,OA Function C2,OA Function C1 / C2,Capacitance,OA Function C1,OA Function C2,OA Function C1 / C2,Capacitance,OA Function C1,OA Function C2,OA Function C1 / C2,Capacitance,OA Function C1,OA Function C2,OA Function C1 / C2,Capacitance,OA Function C1,OA Function C2,OA Function C1 / C2,Capacitance,OA Function C1,OA Function C2,OA Function C1 / C2,Capacitance,OA Function C1,OA Function C2,OA Function C1 / C2
A09,TM +dox,T,1.426281E-11,-2.004131E-11,-1.132334E-9,1.769911E-2,1.428133E-11,-1.837120E-11,-1.102272E-9,1.666667E-2,1.417068E-11,-2.672175E-11,-1.065530E-9,2.507837E-2,1.437950E-11,-2.338153E-11,-1.015427E-9,2.302632E-2,1.414949E-11,-2.338153E-11,-9.302510E-10,2.513465E-2,1.425617E-11,-3.340219E-11,-7.749308E-10,4.310345E-2,1.433592E-11,-4.175274E-11,-4.743111E-10,8.802817E-2,1.420639E-11,-3.089703E-10,-1.653408E-10,1.868687E+0,1.410999E-11,-1.032128E-9,-4.175274E-11,2.472000E+1,1.441546E-11,-1.130664E-9,-2.839186E-11,3.982353E+1,1.415833E-11,-1.002066E-9,-2.839186E-11,3.529412E+1,1.442617E-11,-8.150134E-10,-3.006197E-11,2.711111E+1,1.414273E-11,-6.279612E-10,-2.839186E-11,2.211765E+1,1.441483E-11,-4.459192E-10,-3.173208E-11,1.405263E+1
B09,TM +dox,T,1.012964E-11,-1.837120E-11,-4.676307E-10,3.928571E-2,1.018266E-11,-2.004131E-11,-4.676307E-10,4.285714E-2,1.005536E-11,-1.670110E-11,-4.509295E-10,3.703704E-2,1.012680E-11,-2.672175E-11,-4.475893E-10,5.970149E-2,1.032389E-11,-2.004131E-11,-4.258779E-10,4.705882E-2,1.019805E-11,-2.004131E-11,-3.908056E-10,5.128205E-2,1.027742E-11,-2.171142E-11,-3.106404E-10,6.989247E-2,1.022088E-11,-6.513427E-11,-1.720213E-10,3.786408E-1,1.017647E-11,-4.409089E-10,-4.342285E-11,1.015385E+1,1.024271E-11,-5.110535E-10,-3.173208E-11,1.610526E+1,1.032174E-11,-4.509295E-10,-2.338153E-11,1.928571E+1,1.026582E-11,-3.791149E-10,-2.839186E-11,1.335294E+1,1.025493E-11,-2.905990E-10,-2.672175E-11,1.087500E+1,1.009900E-11,-2.121039E-10,-3.006197E-11,7.055556E+0
C09,TM +dox,T,1.639925E-11,-2.338153E-11,-1.713532E-9,1.364522E-2,1.630863E-11,-1.503099E-11,-1.680130E-9,8.946322E-3,1.669048E-11,-2.171142E-11,-1.653408E-9,1.313131E-2,1.664933E-11,-2.171142E-11,-1.601635E-9,1.355579E-2,1.629652E-11,-2.672175E-11,-1.509779E-9,1.769911E-2,1.658487E-11,-2.839186E-11,-1.247572E-9,2.275770E-2,1.664455E-11,-9.519624E-11,-7.482091E-10,1.272321E-1,1.633921E-11,-1.182437E-9,-1.419593E-10,8.329412E+0,1.655506E-11,-1.930647E-9,-3.173208E-11,6.084211E+1,1.652853E-11,-1.843801E-9,-3.340219E-11,5.520000E+1,1.630512E-11,-1.584934E-9,-2.505164E-11,6.326667E+1,1.643021E-11,-1.302685E-9,-4.342285E-11,3.000000E+1,1.618276E-11,-1.022107E-9,-3.674241E-11,2.781818E+1,1.629757E-11,-7.498792E-10,-3.674241E-11,2.040909E+1
E09,TM +dox,T,3.014262E-11,-2.672175E-11,-1.297675E-9,2.059202E-2,3.125722E-11,-2.839186E-11,-1.267613E-9,2.239789E-2,3.042406E-11,-2.505164E-11,-1.219180E-9,2.054795E-2,3.063407E-11,-2.338153E-11,-1.139015E-9,2.052786E-2,3.048988E-11,-3.173208E-11,-1.005406E-9,3.156146E-2,3.065912E-11,-3.006197E-11,-7.264976E-10,4.137931E-2,3.001381E-11,-8.851580E-11,-3.206610E-10,2.760417E-1,3.025330E-11,-4.475893E-10,-7.849515E-11,5.702127E+0,3.029585E-11,-1.067200E-9,-3.006197E-11,3.550000E+1,3.040473E-11,-1.255922E-9,-2.004131E-11,6.266667E+1,2.982939E-11,-1.177427E-9,-3.173208E-11,3.710526E+1,3.012126E-11,-9.770140E-10,-2.505164E-11,3.900000E+1,3.013597E-11,-7.749308E-10,-2.338153E-11,3.314286E+1,3.025166E-11,-5.427856E-10,-2.672175E-11,2.031250E+1
G09,TM +dox,T,3.705820E-11,-2.004131E-11,-1.523140E-9,1.315789E-2,3.552837E-11,-3.173208E-11,-1.474707E-9,2.151755E-2,3.389125E-11,-2.672175E-11,-1.402892E-9,1.904762E-2,3.257162E-11,-3.173208E-11,-1.329407E-9,2.386934E-2,3.260175E-11,-2.505164E-11,-1.189118E-9,2.106742E-2,3.178579E-11,-3.674241E-11,-9.452820E-10,3.886926E-2,3.060431E-11,-6.396519E-10,-3.306817E-10,1.934343E+0,3.048810E-11,-1.025447E-9,-1.052169E-10,9.746031E+0,2.936218E-11,-1.379510E-9,-6.680438E-11,2.065000E+1,2.971844E-11,-1.397882E-9,-5.010328E-11,2.790000E+1,2.746072E-11,-1.192458E-9,-4.509296E-11,2.644444E+1,2.580645E-11,-9.937151E-10,-7.014460E-11,1.416667E+1,2.568521E-11,-7.264976E-10,-3.173208E-11,2.289474E+1,2.220151E-11,-5.194040E-10,-4.676307E-11,1.110714E+1
I09,TM +dox,T,1.550484E-11,-5.010328E-11,-1.765306E-9,2.838221E-2,1.529556E-11,-3.173208E-11,-1.708522E-9,1.857282E-2,1.599126E-11,-3.173208E-11,-1.663429E-9,1.907630E-2,1.598214E-11,-2.171142E-11,-1.568233E-9,1.384452E-2,1.574659E-11,-2.171142E-11,-1.446315E-9,1.501155E-2,1.601623E-11,-3.173208E-11,-1.174087E-9,2.702703E-2,1.609476E-11,-7.181471E-11,-7.097965E-10,1.011765E-1,1.575224E-11,-3.824551E-10,-1.787017E-10,2.140187E+0,1.575510E-11,-1.282644E-9,-3.340219E-11,3.840000E+1,1.521135E-11,-1.630027E-9,-2.672175E-11,6.100000E+1,1.633020E-11,-1.511449E-9,5.845383E-11,-2.585714E+1,1.552956E-11,-1.347778E-9,-5.177339E-11,2.603226E+1,1.530321E-11,-1.070540E-9,-5.344350E-11,2.003125E+1,1.564895E-11,-7.331781E-10,-1.169077E-11,6.271429E+1
J09,TM +dox,T,1.418443E-11,-2.338153E-11,-1.118973E-9,2.089552E-2,1.424693E-11,-3.340219E-11,-1.093922E-9,3.053435E-2,1.450414E-11,-2.004131E-11,-1.050499E-9,1.907790E-2,1.451724E-11,-2.839186E-11,-9.937151E-10,2.857143E-2,1.433420E-11,-4.676307E-11,-8.968488E-10,5.214153E-2,1.456610E-11,-3.006197E-11,-6.713840E-10,4.477612E-2,1.428940E-11,-5.845383E-11,-3.607437E-10,1.620370E-1,1.440230E-11,-2.889289E-10,-8.684569E-11,3.326923E+0,1.438082E-11,-8.083330E-10,-2.839186E-11,2.847059E+1,1.405477E-11,-1.060520E-9,-2.839186E-11,3.735294E+1,1.415236E-11,-1.022107E-9,-3.173208E-11,3.221053E+1,1.410346E-11,-8.751374E-10,-2.004131E-11,4.366666E+1,1.364605E-11,-7.047862E-10,-2.505164E-11,2.813333E+1,1.404874E-11,-4.926823E-10,-2.171142E-11,2.269231E+1
L09,TM +dox,T,2.124573E-11,-4.509296E-11,-1.366150E-9,3.300733E-2,2.112922E-11,-2.505164E-11,-1.339428E-9,1.870324E-2,2.112493E-11,-2.505164E-11,-1.277634E-9,1.960784E-2,2.148763E-11,-2.171142E-11,-1.207489E-9,1.798064E-2,2.122635E-11,-2.839186E-11,-1.122314E-9,2.529762E-2,2.143962E-11,-2.338153E-11,-9.001890E-10,2.597403E-2,2.119274E-11,-4.342285E-11,-5.494660E-10,7.902735E-2,2.093855E-11,-2.171142E-10,-1.686811E-10,1.287129E+0,2.126396E-11,-8.550960E-10,-4.008263E-11,2.133333E+1,2.143191E-11,-1.247572E-9,-2.839186E-11,4.394118E+1,2.134383E-11,-1.222520E-9,-2.004131E-11,6.100000E+1,2.119352E-11,-1.042148E-9,-3.006197E-11,3.466666E+1,2.144883E-11,-8.250341E-10,-3.173208E-11,2.600000E+1,2.140763E-11,-5.945590E-10,-4.008263E-11,1.483333E+1
N09,TM +dox,T,1.874197E-11,-1.837120E-11,-1.038808E-9,1.768489E-2,1.839510E-11,-2.171142E-11,-1.018767E-9,2.131147E-2,1.893854E-11,-2.171142E-11,-9.903749E-10,2.192243E-2,1.922117E-11,-2.171142E-11,-9.486222E-10,2.288732E-2,1.886086E-11,-2.338153E-11,-8.667868E-10,2.697495E-2,1.899009E-11,-2.171142E-11,-7.248275E-10,2.995392E-2,1.859897E-11,-3.340219E-11,-4.743111E-10,7.042254E-2,1.854958E-11,-1.519800E-10,-2.037534E-10,7.459016E-1,1.888139E-11,-5.494660E-10,-3.841252E-11,1.430435E+1,1.878269E-11,-9.118798E-10,-2.672175E-11,3.412500E+1,1.871223E-11,-9.469521E-10,-1.336088E-11,7.087500E+1,1.828449E-11,-8.400651E-10,-2.171142E-11,3.869231E+1,1.843794E-11,-6.797345E-10,-2.672175E-11,2.543750E+1,1.853859E-11,-4.926823E-10,-2.839186E-11,1.735294E+1
O09,TM +dox,T,1.551573E-11,-3.507230E-11,-7.598998E-10,4.615385E-2,1.462224E-11,-2.672175E-11,-7.248275E-10,3.686636E-2,1.567003E-11,-3.006197E-11,-7.064563E-10,4.255319E-2,1.666162E-11,-4.843317E-11,-7.315080E-10,6.621005E-2,1.533827E-11,-3.006197E-11,-6.029095E-10,4.986150E-2,1.565156E-11,-3.507230E-11,-4.425790E-10,7.924528E-2,1.559481E-11,-6.346416E-11,-2.388257E-10,2.657343E-1,1.473431E-11,-2.054235E-10,-8.183536E-11,2.510204E+0,1.581153E-11,-4.793214E-10,-2.839186E-11,1.688235E+1,1.565032E-11,-6.396519E-10,-1.670110E-11,3.830000E+1,1.538214E-11,-6.446623E-10,-3.841252E-11,1.678261E+1,1.438043E-11,-5.678372E-10,-3.841252E-11,1.478261E+1,1.476764E-11,-4.242078E-10,-2.672175E-11,1.587500E+1,1.455059E-11,-3.123105E-10,-5.511361E-11,5.666667E+0
P09,TM +dox,T,1.450121E-11,-2.004131E-11,-8.467455E-10,2.366864E-2,1.422595E-11,-2.004131E-11,-8.300444E-10,2.414487E-2,1.503613E-11,-2.338153E-11,-7.933020E-10,2.947368E-2,1.546516E-11,-1.837120E-11,-7.582297E-10,2.422907E-2,1.489073E-11,-2.338153E-11,-7.248275E-10,3.225806E-2,1.532794E-11,-2.171142E-11,-6.329715E-10,3.430079E-2,1.506849E-11,-3.006197E-11,-4.475893E-10,6.716418E-2,1.424329E-11,-5.678372E-11,-1.870523E-10,3.035714E-1,1.569899E-11,-4.091768E-10,-2.338153E-11,1.750000E+1,1.543903E-11,-7.415286E-10,-2.839186E-11,2.611765E+1,1.509809E-11,-7.264976E-10,-1.837120E-11,3.954546E+1,1.448977E-11,-6.012394E-10,-1.336088E-11,4.500000E+1,1.486578E-11,-4.559399E-10,-1.002066E-11,4.550000E+1,1.490108E-11,-3.056300E-10,-1.336088E-11,2.287500E+1
A10,TM +dox,T,9.018022E-12,-1.837120E-11,-2.722279E-10,6.748466E-2,9.133560E-12,-2.004131E-11,-2.672175E-10,7.500000E-2,8.954137E-12,-2.171142E-11,-2.588670E-10,8.387097E-2,8.912237E-12,-1.837120E-11,-2.421659E-10,7.586206E-2,9.133757E-12,-2.004131E-11,-2.304751E-10,8.695652E-2,9.158002E-12,-2.004131E-11,-1.920626E-10,1.043478E-1,9.145894E-12,-2.338153E-11,-1.269283E-10,1.842105E-1,9.270071E-12,-4.342285E-11,-6.513427E-11,6.666667E-1,9.181250E-12,-1.269283E-10,-2.672175E-11,4.750000E+0,9.254865E-12,-2.271349E-10,-1.837120E-11,1.236364E+1,9.351556E-12,-2.538566E-10,-2.171142E-11,1.169231E+1,9.149556E-12,-2.237947E-10,-1.837120E-11,1.218182E+1,9.223584E-12,-1.820419E-10,-2.004131E-11,9.083333E+0,9.216431E-12,-1.285984E-10,-1.670110E-11,7.699999E+0
B10,TM +dox,T,1.520015E-11,-2.171142E-11,-4.292181E-10,5.058366E-2,1.529734E-11,-2.171142E-11,-4.175274E-10,5.200000E-2,1.531229E-11,-1.837120E-11,-4.125170E-10,4.453441E-2,1.529159E-11,-1.837120E-11,-3.857953E-10,4.761905E-2,1.541247E-11,-2.338153E-11,-3.674241E-10,6.363636E-2,1.525803E-11,-2.171142E-11,-3.223311E-10,6.735751E-2,1.537450E-11,-2.505164E-11,-2.221246E-10,1.127820E-1,1.542926E-11,-6.012394E-11,-1.002066E-10,6.000000E-1,1.525628E-11,-2.070936E-10,-3.340219E-11,6.200000E+0,1.529480E-11,-3.690942E-10,-2.505164E-11,1.473333E+1,1.518932E-11,-4.108469E-10,-2.839186E-11,1.447059E+1,1.521828E-11,-3.590735E-10,-2.338153E-11,1.535714E+1,1.511224E-11,-2.922692E-10,-2.171142E-11,1.346154E+1,1.515930E-11,-1.987430E-10,-2.004131E-11,9.916666E+0
C10,TM +dox,T,1.131951E-11,-1.837120E-11,-8.267042E-10,2.222222E-2,1.139172E-11,-1.837120E-11,-7.966422E-10,2.306080E-2,1.144330E-11,-2.004131E-11,-7.699205E-10,2.603037E-2,1.139917E-11,-2.171142E-11,-7.281677E-10,2.981651E-2,1.138064E-11,-2.171142E-11,-6.930954E-10,3.132530E-2,1.133096E-11,-2.004131E-11,-6.029095E-10,3.324100E-2,1.141231E-11,-2.338153E-11,-4.442491E-10,5.263158E-2,1.136212E-11,-9.185602E-11,-2.121039E-10,4.330709E-1,1.117646E-11,-4.258779E-10,-4.509296E-11,9.444444E+0,1.127236E-11,-7.331781E-10,-3.173208E-11,2.310526E+1,1.143837E-11,-7.431987E-10,-3.340219E-11,2.225000E+1,1.128025E-11,-6.179405E-10,-2.839186E-11,2.176471E+1,1.116627E-11,-4.826616E-10,-2.839186E-11,1.700000E+1,1.130363E-11,-3.373621E-10,-2.839186E-11,1.188235E+1
D10,TM +dox,T,1.520677E-11,-2.171142E-11,-4.609502E-10,4.710145E-2,1.513225E-11,-3.340219E-11,-4.509295E-10,7.407408E-2,1.519403E-11,-2.505164E-11,-4.342285E-10,5.769231E-2,1.535175E-11,-1.837120E-11,-3.958159E-10,4.641350E-2,1.513434E-11,-2.004131E-11,-3.423724E-10,5.853659E-2,1.529643E-11,-1.837120E-11,-2.505164E-10,7.333334E-2,1.518123E-11,-3.674241E-11,-1.219180E-10,3.013699E-1,1.506019E-11,-1.185778E-10,-4.342285E-11,2.730769E+0,1.498145E-11,-2.672175E-10,-3.173208E-11,8.421053E+0,1.514534E-11,-3.857953E-10,-3.006197E-11,1.283333E+1,1.503009E-11,-4.125170E-10,-5.010328E-11,8.233334E+0,1.498280E-11,-3.624138E-10,-3.006197E-11,1.205556E+1,1.509124E-11,-2.905990E-10,-2.672175E-11,1.087500E+1,1.528981E-11,-2.054235E-10,-3.006197E-11,6.833333E+0
G10,TM +dox,T,1.040492E-11,-2.839186E-11,-9.803542E-10,2.896082E-2,1.020563E-11,-3.507230E-11,-9.335912E-10,3.756708E-2,1.013140E-11,-4.342285E-11,-8.701270E-10,4.990403E-2,1.029760E-11,-3.674241E-11,-7.632400E-10,4.814004E-2,9.743128E-12,-4.843317E-11,-5.978992E-10,8.100559E-2,1.046773E-11,-8.517558E-11,-2.972795E-10,2.865168E-1,1.052314E-11,-2.054235E-10,-3.340219E-12,6.150000E+1,1.015856E-11,-6.663737E-10,-2.672175E-11,2.493750E+1,1.007330E-11,-8.868281E-10,-1.503099E-11,5.900000E+1,1.116900E-11,-8.834879E-10,1.670109E-12,-5.290000E+2,9.991273E-12,-7.799411E-10,-1.169077E-11,6.671429E+1,1.047065E-11,-6.196106E-10,-2.839186E-11,2.182353E+1,1.037192E-11,-5.177339E-10,-8.517558E-11,6.078431E+0,9.539638E-12,-2.972795E-10,-6.847449E-11,4.341463E+0
H10,TM +dox,T,1.528017E-11,-2.338153E-11,-6.563530E-10,3.562341E-2,1.536043E-11,-2.505164E-11,-6.463324E-10,3.875969E-2,1.533835E-11,-2.338153E-11,-6.196106E-10,3.773585E-2,1.526229E-11,-2.171142E-11,-5.928888E-10,3.661972E-2,1.560117E-11,-2.338153E-11,-5.310948E-10,4.402516E-2,1.515827E-11,-2.672175E-11,-4.358986E-10,6.130268E-2,1.526282E-11,-3.006197E-11,-2.555267E-10,1.176471E-1,1.558408E-11,-1.135674E-10,-6.513427E-11,1.743590E+0,1.537733E-11,-3.924757E-10,-1.670110E-11,2.350000E+1,1.565629E-11,-5.928888E-10,-1.670110E-11,3.550000E+1,1.565385E-11,-5.978992E-10,-1.336088E-11,4.475000E+1,1.550325E-11,-5.277546E-10,-1.670110E-11,3.160000E+1,1.554200E-11,-4.158573E-10,-2.338153E-11,1.778572E+1,1.514170E-11,-2.855887E-10,-3.006197E-11,9.500000E+0
M10,TM +dox,T,1.484945E-11,-2.672175E-11,-4.626203E-10,5.776173E-2,1.391687E-11,-3.173208E-11,-4.559399E-10,6.959707E-2,1.447382E-11,-2.505164E-11,-4.409089E-10,5.681818E-2,1.433022E-11,-2.338153E-11,-4.175274E-10,5.600000E-2,1.423125E-11,-2.505164E-11,-3.624138E-10,6.912442E-2,1.453327E-11,-2.171142E-11,-2.622072E-10,8.280254E-2,1.408759E-11,-3.173208E-11,-1.352789E-10,2.345679E-1,1.406122E-11,-9.686635E-11,-4.175274E-11,2.320000E+0,1.424408E-11,-2.622072E-10,-2.171142E-11,1.207692E+1,1.416699E-11,-4.075067E-10,-3.006197E-11,1.355556E+1,1.436147E-11,-4.175274E-10,-6.680438E-12,6.250000E+1,1.403683E-11,-3.841252E-10,-2.171142E-11,1.769231E+1,1.404341E-11,-2.972795E-10,-3.006197E-11,9.888888E+0,1.405014E-11,-2.204544E-10,-2.338153E-11,9.428571E+0
O10,TM +dox,T,2.020014E-11,-2.171142E-11,-5.594867E-10,3.880597E-2,2.000657E-11,-2.171142E-11,-5.494660E-10,3.951368E-2,2.026206E-11,-2.338153E-11,-5.394454E-10,4.334365E-2,1.968286E-11,-5.344350E-11,-5.093834E-10,1.049180E-1,2.030666E-11,-2.338153E-11,-4.826616E-10,4.844291E-2,2.032285E-11,-2.004131E-11,-4.058366E-10,4.938272E-2,2.038568E-11,-2.505164E-11,-2.588670E-10,9.677420E-2,2.024467E-11,-6.513427E-11,-1.052169E-10,6.190476E-1,2.034114E-11,-2.404958E-10,-2.672175E-11,9.000000E+0,2.043216E-11,-4.659605E-10,-3.173208E-11,1.468421E+1,2.025693E-11,-5.277546E-10,-2.672175E-11,1.975000E+1,2.037533E-11,-4.776513E-10,-2.672175E-11,1.787500E+1,2.064304E-11,-3.857953E-10,-3.507230E-11,1.100000E+1,2.038793E-11,-2.855887E-10,-4.509296E-11,6.333333E+0
P10,TM +dox,T,1.847823E-11,-2.171142E-11,-8.083330E-10,2.685950E-2,1.851649E-11,-2.004131E-11,-7.999824E-10,2.505219E-2,1.857749E-11,-2.004131E-11,-7.799411E-10,2.569593E-2,1.859391E-11,-2.505164E-11,-7.482091E-10,3.348214E-2,1.844170E-11,-2.338153E-11,-6.914253E-10,3.381643E-2,1.861956E-11,-2.505164E-11,-5.928888E-10,4.225352E-2,1.860167E-11,-3.006197E-11,-3.807850E-10,7.894737E-2,1.849445E-11,-1.302685E-10,-1.369490E-10,9.512194E-1,1.862051E-11,-5.895486E-10,-4.008263E-11,1.470833E+1,1.879380E-11,-7.465389E-10,-2.672175E-11,2.793750E+1,1.858175E-11,-7.331781E-10,-2.505164E-11,2.926667E+1,1.859366E-11,-6.463324E-10,-4.008263E-11,1.612500E+1,1.856050E-11,-5.143937E-10,-3.173208E-11,1.621053E+1,1.868609E-11,-3.807850E-10,-3.173208E-11,1.200000E+1
B11,TM +dox,T,2.031506E-11,-2.004131E-11,-8.300444E-10,2.414487E-2,2.015988E-11,-2.004131E-11,-8.150134E-10,2.459016E-2,2.022108E-11,-2.505164E-11,-7.916319E-10,3.164557E-2,2.028491E-11,-2.004131E-11,-7.465389E-10,2.684564E-2,2.057057E-11,-1.670110E-11,-6.864150E-10,2.433090E-2,2.036427E-11,-2.171142E-11,-5.578166E-10,3.892215E-2,2.028705E-11,-4.008263E-11,-3.557333E-10,1.126761E-1,2.043103E-11,-1.536501E-10,-1.319387E-10,1.164557E+0,2.042092E-11,-5.043730E-10,-3.674241E-11,1.372727E+1,2.053399E-11,-7.548895E-10,-2.672175E-11,2.825000E+1,2.043341E-11,-7.532194E-10,-2.338153E-11,3.221429E+1,2.047591E-11,-6.429922E-10,-2.171142E-11,2.961539E+1,2.032838E-11,-4.976926E-10,-2.672175E-11,1.862500E+1,2.048488E-11,-3.440425E-10,-2.338153E-11,1.471428E+1
C11,TM +dox,T,1.670447E-11,-1.670110E-11,-1.798708E-9,9.285051E-3,1.679492E-11,-2.338153E-11,-1.758625E-9,1.329535E-2,1.650909E-11,-2.171142E-11,-1.715202E-9,1.265823E-2,1.680116E-11,-2.171142E-11,-1.630027E-9,1.331967E-2,1.679432E-11,-2.505164E-11,-1.526480E-9,1.641138E-2,1.675694E-11,-2.839186E-11,-1.275964E-9,2.225131E-2,1.681493E-11,-8.350547E-11,-8.033226E-10,1.039501E-1,1.683349E-11,-7.565596E-10,-1.770316E-10,4.273585E+0,1.675912E-11,-1.730233E-9,-4.342285E-11,3.984615E+1,1.684877E-11,-1.798708E-9,-3.674241E-11,4.895454E+1,1.681595E-11,-1.606645E-9,-3.841252E-11,4.182609E+1,1.673932E-11,-1.317716E-9,-3.507230E-11,3.757143E+1,1.684751E-11,-1.032128E-9,-2.672175E-11,3.862500E+1,1.690661E-11,-7.582297E-10,-3.674241E-11,2.063636E+1
D11,TM +dox,T,1.276207E-11,-1.503099E-11,-8.968488E-10,1.675978E-2,1.273687E-11,-1.503099E-11,-8.868281E-10,1.694915E-2,1.253637E-11,-2.004131E-11,-8.634466E-10,2.321083E-2,1.237099E-11,-1.837120E-11,-8.066628E-10,2.277433E-2,1.250225E-11,-2.505164E-11,-7.749308E-10,3.232758E-2,1.271052E-11,-2.672175E-11,-6.346416E-10,4.210526E-2,1.250799E-11,-3.841252E-11,-4.058366E-10,9.465020E-2,1.249095E-11,-2.004131E-10,-1.269283E-10,1.578947E+0,1.246476E-11,-7.097965E-10,-2.505164E-11,2.833333E+1,1.256091E-11,-8.701270E-10,-1.169077E-11,7.442857E+1,1.255358E-11,-8.150134E-10,-2.338153E-11,3.485714E+1,1.251768E-11,-6.613634E-10,-2.171142E-11,3.046154E+1,1.268963E-11,-4.976926E-10,-1.837120E-11,2.709091E+1,1.262498E-11,-3.240012E-10,-2.171142E-11,1.492308E+1
G11,TM +dox,T,2.445886E-11,-4.008263E-11,-1.195798E-9,3.351955E-2,2.410083E-11,-5.344350E-11,-1.159056E-9,4.610951E-2,2.354766E-11,-8.350547E-11,-1.125654E-9,7.418398E-2,2.372440E-11,-2.338153E-11,-1.070540E-9,2.184087E-2,2.355376E-11,-2.004131E-11,-9.753439E-10,2.054795E-2,2.362430E-11,-2.672175E-11,-7.615699E-10,3.508772E-2,2.367238E-11,-8.550960E-10,-2.605371E-10,3.282052E+0,2.410235E-11,-1.065530E-9,-6.680438E-11,1.595000E+1,2.385024E-11,-1.239221E-9,-4.008263E-11,3.091667E+1,2.378167E-11,-1.222520E-9,-3.340219E-12,3.660000E+2,2.386015E-11,-1.077221E-9,5.010329E-12,-2.150000E+2,2.393546E-11,-9.068695E-10,-2.171142E-11,4.176923E+1,2.350445E-11,-7.114666E-10,-2.171142E-11,3.276923E+1,2.315833E-11,-5.177339E-10,-4.509296E-11,1.148148E+1
H11,TM +dox,T,1.547354E-11,-2.171142E-11,-1.872193E-9,1.159679E-2,1.547273E-11,-1.837120E-11,-1.803718E-9,1.018518E-2,1.537013E-11,-2.338153E-11,-1.713532E-9,1.364522E-2,1.532115E-11,-2.505164E-11,-1.633367E-9,1.533742E-2,1.547719E-11,-1.837120E-11,-1.499758E-9,1.224944E-2,1.528882E-11,-2.338153E-11,-1.262603E-9,1.851852E-2,1.558957E-11,-3.841252E-11,-7.548895E-10,5.088495E-2,1.562290E-11,-3.390322E-10,-1.954028E-10,1.735043E+0,1.567972E-11,-1.484727E-9,-2.004131E-11,7.408334E+1,1.578329E-11,-1.765306E-9,-2.004131E-11,8.808333E+1,1.565793E-11,-1.583264E-9,-1.503099E-11,1.053333E+2,1.584513E-11,-1.290995E-9,-1.336088E-11,9.662500E+1,1.580119E-11,-9.853646E-10,-1.670110E-11,5.900000E+1,1.575755E-11,-6.546829E-10,-1.002066E-11,6.533334E+1
J11,TM +dox,T,1.153679E-11,-1.837120E-11,-1.000396E-9,1.836394E-2,1.188427E-11,-2.171142E-11,-1.007076E-9,2.155887E-2,1.205552E-11,-2.171142E-11,-1.000396E-9,2.170284E-2,1.196791E-11,-2.338153E-11,-9.770140E-10,2.393162E-2,1.200716E-11,-1.503099E-11,-9.319211E-10,1.612903E-2,1.192084E-11,-2.338153E-11,-8.717971E-10,2.681992E-2,1.178099E-11,-2.672175E-11,-7.081264E-10,3.773585E-2,1.191390E-11,-1.152376E-10,-3.774447E-10,3.053097E-1,1.187424E-11,-1.100602E-9,-5.511361E-11,1.996970E+1,1.198053E-11,-1.187448E-9,-2.171142E-11,5.469231E+1,1.189286E-11,-1.030457E-9,-1.670110E-11,6.169999E+1,1.205190E-11,-8.300444E-10,-1.837120E-11,4.518182E+1,1.187225E-11,-6.313014E-10,-3.507230E-11,1.800000E+1,1.173617E-11,-4.292181E-10,-2.338153E-11,1.835714E+1
K11,TM +dox,T,1.653523E-11,-2.505164E-11,-1.154046E-9,2.170767E-2,1.652765E-11,-2.338153E-11,-1.147365E-9,2.037846E-2,1.676057E-11,-1.837120E-11,-1.092252E-9,1.681957E-2,1.722439E-11,-2.839186E-11,-1.025447E-9,2.768730E-2,1.716331E-11,-1.503099E-11,-9.068695E-10,1.657459E-2,1.688643E-11,-3.340219E-11,-7.047862E-10,4.739337E-2,1.646335E-11,-9.853646E-11,-3.924757E-10,2.510638E-1,1.654192E-11,-3.841252E-10,-8.183536E-11,4.693878E+0,1.650089E-11,-9.168901E-10,-3.173208E-11,2.889474E+1,1.669363E-11,-1.118973E-9,-3.173208E-11,3.526316E+1,1.671224E-11,-1.023777E-9,-2.338153E-11,4.378571E+1,1.606647E-11,-8.049927E-10,6.680438E-12,-1.205000E+2,1.653704E-11,-6.363117E-10,-2.505164E-11,2.540000E+1,1.636706E-11,-4.442491E-10,-2.839186E-11,1.564706E+1
